==========> Fault Simulation Begins at                    0 
Undetected fault:   SerialFS_TB.FUT._0919_/B to 0 at                96570
Undetected fault:   SerialFS_TB.FUT._0919_/Y to 1 at                96780
Undetected fault:   SerialFS_TB.FUT._0918_/B to 0 at                96990
Undetected fault:   SerialFS_TB.FUT._0918_/A to 0 at                97200
Undetected fault:   SerialFS_TB.FUT._0918_/Y to 0 at                97410
Undetected fault:   SerialFS_TB.FUT._0919_/A to 0 at                98040
Undetected fault:   SerialFS_TB.FUT._0914_/B to 0 at                98250
Undetected fault:   SerialFS_TB.FUT._0914_/A to 0 at                98460
Undetected fault:   SerialFS_TB.FUT._0919_/Y to 0 at                98670
Undetected fault:   SerialFS_TB.FUT._0919_/A to 1 at                98880
Undetected fault:   SerialFS_TB.FUT._0919_/B to 1 at                99090
Undetected fault:   SerialFS_TB.FUT._0918_/Y to 1 at                99300
Undetected fault:   SerialFS_TB.FUT._0914_/Y to 1 at                99510
Undetected fault:   SerialFS_TB.FUT._0915_/Y to 0 at                99720
Undetected fault:   SerialFS_TB.FUT._0915_/A to 1 at                99930
Undetected fault:   SerialFS_TB.FUT._0915_/B to 1 at               100140
Undetected fault:   SerialFS_TB.FUT._0917_/B to 0 at               100350
Undetected fault:   SerialFS_TB.FUT._0916_/B to 0 at               100770
Undetected fault:   SerialFS_TB.FUT._0916_/A to 0 at               100980
Undetected fault:   SerialFS_TB.FUT._0915_/B to 0 at               102030
Undetected fault:   SerialFS_TB.FUT._0917_/Y to 0 at               102450
Undetected fault:   SerialFS_TB.FUT._0917_/A to 1 at               102660
Undetected fault:   SerialFS_TB.FUT._0917_/B to 1 at               102870
Undetected fault:   SerialFS_TB.FUT._0916_/Y to 1 at               103080
Undetected fault:   SerialFS_TB.FUT._0915_/Y to 1 at               103290
Undetected fault:   SerialFS_TB.FUT._0920_/Y to 0 at               103500
Undetected fault:   SerialFS_TB.FUT._0920_/B to 1 at               103710
Undetected fault:   SerialFS_TB.FUT._0920_/Y to 1 at               104130
Undetected fault:   SerialFS_TB.FUT._0920_/A to 0 at               104340
Undetected fault:   SerialFS_TB.FUT._0921_/Y to 0 at               104760
Undetected fault:   SerialFS_TB.FUT._0921_/B to 1 at               105180
Undetected fault:   SerialFS_TB.FUT._0921_/A to 0 at               105600
Undetected fault:   SerialFS_TB.FUT._0921_/Y to 1 at               105810
Undetected fault:   SerialFS_TB.FUT._0923_/Y to 1 at               106020
Undetected fault:   SerialFS_TB.FUT._0923_/A to 0 at               106230
Undetected fault:   SerialFS_TB.FUT._0923_/B to 0 at               106440
Undetected fault:   SerialFS_TB.FUT._0922_/Y to 0 at               106650
Undetected fault:   SerialFS_TB.FUT._0922_/A to 1 at               106860
Undetected fault:   SerialFS_TB.FUT._0923_/B to 1 at               107070
Undetected fault:   SerialFS_TB.FUT._0923_/Y to 0 at               107280
Undetected fault:   SerialFS_TB.FUT._0922_/Y to 1 at               107490
Undetected fault:   SerialFS_TB.FUT._0922_/A to 0 at               107700
Undetected fault:   SerialFS_TB.FUT._0923_/A to 1 at               107910
Undetected fault:   SerialFS_TB.FUT._0924_/Y to 0 at               108120
Undetected fault:   SerialFS_TB.FUT._0924_/A to 1 at               108330
Undetected fault:   SerialFS_TB.FUT._0924_/B to 1 at               108540
Undetected fault:   SerialFS_TB.FUT._0924_/B to 0 at               108750
Undetected fault:   SerialFS_TB.FUT._0924_/Y to 1 at               109170
Undetected fault:   SerialFS_TB.FUT._0925_/Y to 0 at               109380
Undetected fault:   SerialFS_TB.FUT._0925_/B to 1 at               109590
Undetected fault:   SerialFS_TB.FUT._0925_/A to 1 at               109800
Undetected fault:   SerialFS_TB.FUT._0925_/Y to 1 at               110010
Undetected fault:   SerialFS_TB.FUT._0925_/A to 0 at               110220
Undetected fault:   SerialFS_TB.FUT._0925_/B to 0 at               110430
Undetected fault:   SerialFS_TB.FUT._0926_/Y to 0 at               110640
Undetected fault:   SerialFS_TB.FUT._0926_/A to 1 at               110850
Undetected fault:   SerialFS_TB.FUT._0926_/Y to 1 at               111060
Undetected fault:   SerialFS_TB.FUT._0926_/A to 0 at               111270
Undetected fault:   SerialFS_TB.FUT._0931_/Y to 1 at               111480
Undetected fault:   SerialFS_TB.FUT._0931_/A to 0 at               111690
Undetected fault:   SerialFS_TB.FUT._0931_/B to 0 at               111900
Undetected fault:   SerialFS_TB.FUT._0930_/Y to 0 at               112110
Undetected fault:   SerialFS_TB.FUT._0927_/Y to 0 at               112320
Undetected fault:   SerialFS_TB.FUT._0931_/Y to 0 at               112530
Undetected fault:   SerialFS_TB.FUT._0930_/B to 1 at               112740
Undetected fault:   SerialFS_TB.FUT._0930_/A to 1 at               112950
Undetected fault:   SerialFS_TB.FUT._0930_/Y to 1 at               113160
Undetected fault:   SerialFS_TB.FUT._0930_/B to 0 at               113370
Undetected fault:   SerialFS_TB.FUT._0930_/A to 0 at               113580
Undetected fault:   SerialFS_TB.FUT._0931_/A to 1 at               113790
Undetected fault:   SerialFS_TB.FUT._0927_/B to 1 at               114000
Undetected fault:   SerialFS_TB.FUT._0927_/A to 1 at               114210
Undetected fault:   SerialFS_TB.FUT._0927_/Y to 1 at               114420
Undetected fault:   SerialFS_TB.FUT._0927_/A to 0 at               114630
Undetected fault:   SerialFS_TB.FUT._0927_/B to 0 at               114840
Undetected fault:   SerialFS_TB.FUT._0931_/B to 1 at               115050
Undetected fault:   SerialFS_TB.FUT._0928_/Y to 0 at               115260
Undetected fault:   SerialFS_TB.FUT._0928_/A to 1 at               115470
Undetected fault:   SerialFS_TB.FUT._0929_/B to 0 at               115680
Undetected fault:   SerialFS_TB.FUT._0929_/A to 0 at               115890
Undetected fault:   SerialFS_TB.FUT._0929_/Y to 1 at               116100
Undetected fault:   SerialFS_TB.FUT._0929_/Y to 0 at               116310
Undetected fault:   SerialFS_TB.FUT._0929_/A to 1 at               116520
Undetected fault:   SerialFS_TB.FUT._0929_/B to 1 at               116730
Undetected fault:   SerialFS_TB.FUT._0928_/Y to 1 at               116940
Undetected fault:   SerialFS_TB.FUT._0928_/A to 0 at               117150
Undetected fault:   SerialFS_TB.FUT._0940_/Y to 1 at               117360
Undetected fault:   SerialFS_TB.FUT._0940_/B to 0 at               117570
Undetected fault:   SerialFS_TB.FUT._0940_/A to 0 at               117780
Undetected fault:   SerialFS_TB.FUT._0932_/Y to 0 at               117990
Undetected fault:   SerialFS_TB.FUT._0939_/Y to 0 at               118200
Undetected fault:   SerialFS_TB.FUT._0940_/Y to 0 at               118410
Undetected fault:   SerialFS_TB.FUT._0939_/B to 1 at               118620
Undetected fault:   SerialFS_TB.FUT._0939_/A to 1 at               118830
Undetected fault:   SerialFS_TB.FUT._0939_/Y to 1 at               119040
Undetected fault:   SerialFS_TB.FUT._0939_/B to 0 at               119250
Undetected fault:   SerialFS_TB.FUT._0939_/A to 0 at               119460
Undetected fault:   SerialFS_TB.FUT._0940_/A to 1 at               119670
Undetected fault:   SerialFS_TB.FUT._0932_/B to 1 at               119880
Undetected fault:   SerialFS_TB.FUT._0932_/A to 1 at               120090
Undetected fault:   SerialFS_TB.FUT._0932_/Y to 1 at               120300
Undetected fault:   SerialFS_TB.FUT._0932_/A to 0 at               120510
Undetected fault:   SerialFS_TB.FUT._0932_/B to 0 at               120720
Undetected fault:   SerialFS_TB.FUT._0940_/B to 1 at               120930
Undetected fault:   SerialFS_TB.FUT._0935_/Y to 1 at               121140
Undetected fault:   SerialFS_TB.FUT._0935_/A to 0 at               121350
Undetected fault:   SerialFS_TB.FUT._0935_/B to 0 at               121560
Undetected fault:   SerialFS_TB.FUT._0934_/Y to 0 at               121770
Undetected fault:   SerialFS_TB.FUT._0933_/Y to 0 at               121980
Undetected fault:   SerialFS_TB.FUT._0935_/Y to 0 at               122190
Undetected fault:   SerialFS_TB.FUT._0934_/B to 1 at               122400
Undetected fault:   SerialFS_TB.FUT._0934_/A to 1 at               122610
Undetected fault:   SerialFS_TB.FUT._0934_/Y to 1 at               122820
Undetected fault:   SerialFS_TB.FUT._0934_/B to 0 at               123030
Undetected fault:   SerialFS_TB.FUT._0934_/A to 0 at               123240
Undetected fault:   SerialFS_TB.FUT._0935_/A to 1 at               123450
Undetected fault:   SerialFS_TB.FUT._0933_/Y to 1 at               124080
Undetected fault:   SerialFS_TB.FUT._0933_/B to 0 at               124290
Undetected fault:   SerialFS_TB.FUT._0933_/A to 0 at               124500
Undetected fault:   SerialFS_TB.FUT._0935_/B to 1 at               124710
Undetected fault:   SerialFS_TB.FUT._0936_/Y to 0 at               124920
Undetected fault:   SerialFS_TB.FUT._0936_/A to 1 at               125130
Undetected fault:   SerialFS_TB.FUT._0936_/B to 1 at               125340
Undetected fault:   SerialFS_TB.FUT._0938_/B to 0 at               125550
Undetected fault:   SerialFS_TB.FUT._0938_/Y to 1 at               125760
Undetected fault:   SerialFS_TB.FUT._0937_/B to 0 at               125970
Undetected fault:   SerialFS_TB.FUT._0937_/A to 0 at               126180
Undetected fault:   SerialFS_TB.FUT._0937_/Y to 0 at               126390
Undetected fault:   SerialFS_TB.FUT._0937_/B to 1 at               126600
Undetected fault:   SerialFS_TB.FUT._0937_/A to 1 at               126810
Undetected fault:   SerialFS_TB.FUT._0938_/A to 0 at               127020
Undetected fault:   SerialFS_TB.FUT._0936_/B to 0 at               127230
Undetected fault:   SerialFS_TB.FUT._0936_/A to 0 at               127440
Undetected fault:   SerialFS_TB.FUT._0938_/Y to 0 at               127650
Undetected fault:   SerialFS_TB.FUT._0938_/A to 1 at               127860
Undetected fault:   SerialFS_TB.FUT._0938_/B to 1 at               128070
Undetected fault:   SerialFS_TB.FUT._0937_/Y to 1 at               128280
Undetected fault:   SerialFS_TB.FUT._0936_/Y to 1 at               128490
Undetected fault:   SerialFS_TB.FUT._0941_/Y to 0 at               128700
Undetected fault:   SerialFS_TB.FUT._0941_/B to 1 at               128910
Undetected fault:   SerialFS_TB.FUT._0941_/A to 1 at               129120
Undetected fault:   SerialFS_TB.FUT._0947_/B to 0 at               129330
Undetected fault:   SerialFS_TB.FUT._0948_/B to 1 at               129540
Undetected fault:   SerialFS_TB.FUT._0948_/Y to 0 at               129750
Undetected fault:   SerialFS_TB.FUT._0947_/Y to 1 at               129960
Undetected fault:   SerialFS_TB.FUT._0948_/A to 1 at               130170
Undetected fault:   SerialFS_TB.FUT._0946_/B to 0 at               130380
Undetected fault:   SerialFS_TB.FUT._0946_/A to 0 at               130590
Undetected fault:   SerialFS_TB.FUT._0946_/Y to 0 at               130800
Undetected fault:   SerialFS_TB.FUT._0946_/B to 1 at               131010
Undetected fault:   SerialFS_TB.FUT._0946_/A to 1 at               131220
Undetected fault:   SerialFS_TB.FUT._0947_/A to 0 at               131430
Undetected fault:   SerialFS_TB.FUT._0941_/B to 0 at               131640
Undetected fault:   SerialFS_TB.FUT._0941_/A to 0 at               131850
Undetected fault:   SerialFS_TB.FUT._0948_/Y to 1 at               132060
Undetected fault:   SerialFS_TB.FUT._0948_/B to 0 at               132270
Undetected fault:   SerialFS_TB.FUT._0948_/A to 0 at               132480
Undetected fault:   SerialFS_TB.FUT._0947_/Y to 0 at               132690
Undetected fault:   SerialFS_TB.FUT._0947_/A to 1 at               132900
Undetected fault:   SerialFS_TB.FUT._0947_/B to 1 at               133110
Undetected fault:   SerialFS_TB.FUT._0946_/Y to 1 at               133320
Undetected fault:   SerialFS_TB.FUT._0941_/Y to 1 at               133530
Undetected fault:   SerialFS_TB.FUT._0942_/Y to 0 at               133740
Undetected fault:   SerialFS_TB.FUT._0942_/A to 1 at               133950
Undetected fault:   SerialFS_TB.FUT._0942_/Y to 1 at               134160
Undetected fault:   SerialFS_TB.FUT._0942_/A to 0 at               134370
Undetected fault:   SerialFS_TB.FUT._0943_/Y to 0 at               134580
Undetected fault:   SerialFS_TB.FUT._0943_/A to 1 at               134790
Undetected fault:   SerialFS_TB.FUT._0943_/B to 1 at               135000
Undetected fault:   SerialFS_TB.FUT._0945_/B to 0 at               135210
Undetected fault:   SerialFS_TB.FUT._0945_/Y to 1 at               135420
Undetected fault:   SerialFS_TB.FUT._0944_/B to 0 at               135630
Undetected fault:   SerialFS_TB.FUT._0944_/A to 0 at               135840
Undetected fault:   SerialFS_TB.FUT._0944_/Y to 0 at               136050
Undetected fault:   SerialFS_TB.FUT._0944_/B to 1 at               136260
Undetected fault:   SerialFS_TB.FUT._0944_/A to 1 at               136470
Undetected fault:   SerialFS_TB.FUT._0945_/A to 0 at               136680
Undetected fault:   SerialFS_TB.FUT._0943_/B to 0 at               136890
Undetected fault:   SerialFS_TB.FUT._0943_/A to 0 at               137100
Undetected fault:   SerialFS_TB.FUT._0945_/Y to 0 at               137310
Undetected fault:   SerialFS_TB.FUT._0945_/B to 1 at               137520
Undetected fault:   SerialFS_TB.FUT._0945_/A to 1 at               137730
Undetected fault:   SerialFS_TB.FUT._0943_/Y to 1 at               137940
Undetected fault:   SerialFS_TB.FUT._0944_/Y to 1 at               138150
Undetected fault:   SerialFS_TB.FUT._0949_/Y to 0 at               138360
Undetected fault:   SerialFS_TB.FUT._0949_/A to 1 at               138570
Undetected fault:   SerialFS_TB.FUT._0949_/B to 1 at               138780
Undetected fault:   SerialFS_TB.FUT._0955_/B to 0 at               138990
Undetected fault:   SerialFS_TB.FUT._0955_/Y to 1 at               139200
Undetected fault:   SerialFS_TB.FUT._0954_/B to 0 at               139410
Undetected fault:   SerialFS_TB.FUT._0954_/A to 0 at               139620
Undetected fault:   SerialFS_TB.FUT._0954_/Y to 0 at               139830
Undetected fault:   SerialFS_TB.FUT._0954_/B to 1 at               140040
Undetected fault:   SerialFS_TB.FUT._0954_/A to 1 at               140250
Undetected fault:   SerialFS_TB.FUT._0955_/A to 0 at               140460
Undetected fault:   SerialFS_TB.FUT._0949_/B to 0 at               140670
Undetected fault:   SerialFS_TB.FUT._0949_/A to 0 at               140880
Undetected fault:   SerialFS_TB.FUT._0955_/Y to 0 at               141090
Undetected fault:   SerialFS_TB.FUT._0955_/A to 1 at               141300
Undetected fault:   SerialFS_TB.FUT._0955_/B to 1 at               141510
Undetected fault:   SerialFS_TB.FUT._0954_/Y to 1 at               141720
Undetected fault:   SerialFS_TB.FUT._0949_/Y to 1 at               141930
Undetected fault:   SerialFS_TB.FUT._0952_/Y to 1 at               142140
Undetected fault:   SerialFS_TB.FUT._0952_/A to 0 at               142350
Undetected fault:   SerialFS_TB.FUT._0952_/B to 0 at               142560
Undetected fault:   SerialFS_TB.FUT._0951_/Y to 0 at               142770
Undetected fault:   SerialFS_TB.FUT._0950_/Y to 0 at               142980
